Prompt,Entities
"Allow access for IP ""194.126.9.190"" from ""135.8.246.58"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""194.126.9.190"", ""135.8.246.58""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""92.139.36.7"" from ""133.88.35.2"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""92.139.36.7"", ""133.88.35.2""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""197.136.63.164"" from ""61.52.133.194"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""197.136.63.164"", ""61.52.133.194""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""92.243.44.148"" from ""4.111.155.32"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""92.243.44.148"", ""4.111.155.32""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""101.229.24.185"" from ""220.218.204.171"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""101.229.24.185"", ""220.218.204.171""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""91.242.241.65"" from ""160.52.124.152"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""91.242.241.65"", ""160.52.124.152""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""204.7.243.94"" from ""83.131.135.136"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""204.7.243.94"", ""83.131.135.136""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""96.231.186.233"" from ""25.129.74.188"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""96.231.186.233"", ""25.129.74.188""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""98.162.111.161"" from ""197.238.194.48"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""98.162.111.161"", ""197.238.194.48""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""144.187.177.7"" from ""72.248.50.22"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""144.187.177.7"", ""72.248.50.22""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""181.56.90.40"" from ""171.110.166.206"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""181.56.90.40"", ""171.110.166.206""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""219.80.215.42"" from ""223.133.154.167"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""219.80.215.42"", ""223.133.154.167""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""182.123.77.223"" from ""153.113.91.88"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""182.123.77.223"", ""153.113.91.88""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""24.95.177.162"" from ""230.176.95.255"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""24.95.177.162"", ""230.176.95.255""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""53.246.127.101"" from ""249.152.157.122"" source and ""LAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""53.246.127.101"", ""249.152.157.122""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""16.227.77.246"" from ""125.6.111.17"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""16.227.77.246"", ""125.6.111.17""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""204.147.89.133"" from ""134.178.146.215"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""204.147.89.133"", ""134.178.146.215""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""120.148.124.118"" from ""188.162.37.167"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""120.148.124.118"", ""188.162.37.167""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""69.67.194.130"" from ""157.42.141.161"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""69.67.194.130"", ""157.42.141.161""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""195.47.61.20"" from ""107.175.75.16"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""195.47.61.20"", ""107.175.75.16""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""141.182.45.2"" from ""170.69.64.155"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""141.182.45.2"", ""170.69.64.155""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""1.178.55.7"" from ""220.160.170.213"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""1.178.55.7"", ""220.160.170.213""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""212.229.10.52"" from ""139.33.23.1"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""212.229.10.52"", ""139.33.23.1""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""67.12.105.244"" from ""155.201.233.80"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""67.12.105.244"", ""155.201.233.80""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""148.209.49.115"" from ""114.139.62.140"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""148.209.49.115"", ""114.139.62.140""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""133.30.240.89"" from ""72.48.101.28"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""133.30.240.89"", ""72.48.101.28""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""60.49.192.16"" from ""1.34.146.112"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""60.49.192.16"", ""1.34.146.112""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""58.13.40.9"" from ""203.112.40.22"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""58.13.40.9"", ""203.112.40.22""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""21.74.117.212"" from ""81.228.168.237"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""21.74.117.212"", ""81.228.168.237""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""130.53.117.224"" from ""23.222.41.114"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""130.53.117.224"", ""23.222.41.114""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""77.46.106.243"" from ""184.230.15.213"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""77.46.106.243"", ""184.230.15.213""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""42.144.234.33"" from ""150.12.23.250"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""42.144.234.33"", ""150.12.23.250""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""231.141.148.52"" from ""168.65.233.123"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""231.141.148.52"", ""168.65.233.123""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""15.175.106.47"" from ""31.84.52.226"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""15.175.106.47"", ""31.84.52.226""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""101.16.210.24"" from ""89.234.94.164"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""101.16.210.24"", ""89.234.94.164""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""253.189.19.137"" from ""85.136.158.37"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""253.189.19.137"", ""85.136.158.37""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""109.52.17.247"" from ""161.125.141.16"" source and ""LAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""109.52.17.247"", ""161.125.141.16""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""95.34.108.13"" from ""9.167.191.27"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""95.34.108.13"", ""9.167.191.27""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""222.181.124.74"" from ""12.120.236.146"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""222.181.124.74"", ""12.120.236.146""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""133.203.210.161"" from ""189.86.198.198"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""133.203.210.161"", ""189.86.198.198""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""177.159.46.53"" from ""83.234.200.224"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""177.159.46.53"", ""83.234.200.224""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""147.91.131.239"" from ""133.223.148.14"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""147.91.131.239"", ""133.223.148.14""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""137.50.22.232"" from ""155.142.214.81"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""137.50.22.232"", ""155.142.214.81""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""141.98.91.180"" from ""82.96.76.173"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""141.98.91.180"", ""82.96.76.173""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""10.207.253.84"" from ""131.242.106.176"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""10.207.253.84"", ""131.242.106.176""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""88.113.175.184"" from ""157.0.8.228"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""88.113.175.184"", ""157.0.8.228""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""183.236.38.160"" from ""227.12.14.88"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""183.236.38.160"", ""227.12.14.88""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""130.243.138.18"" from ""102.71.191.122"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""130.243.138.18"", ""102.71.191.122""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""15.185.94.108"" from ""202.22.180.74"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""15.185.94.108"", ""202.22.180.74""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""67.180.0.174"" from ""18.58.21.5"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""67.180.0.174"", ""18.58.21.5""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""38.230.30.152"" from ""115.31.77.73"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""38.230.30.152"", ""115.31.77.73""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""196.87.140.104"" from ""95.120.136.202"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""196.87.140.104"", ""95.120.136.202""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""66.252.108.64"" from ""249.50.213.185"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""66.252.108.64"", ""249.50.213.185""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""227.72.119.241"" from ""10.20.5.147"" source and ""LAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""227.72.119.241"", ""10.20.5.147""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""127.69.38.22"" from ""224.155.235.10"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""127.69.38.22"", ""224.155.235.10""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""255.97.63.231"" from ""112.238.31.221"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""255.97.63.231"", ""112.238.31.221""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""221.166.115.135"" from ""233.129.163.159"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""221.166.115.135"", ""233.129.163.159""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""114.147.71.146"" from ""196.223.147.250"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""114.147.71.146"", ""196.223.147.250""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""126.150.30.134"" from ""23.166.14.228"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""126.150.30.134"", ""23.166.14.228""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""90.185.219.22"" from ""124.197.240.66"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""90.185.219.22"", ""124.197.240.66""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""185.121.115.63"" from ""164.202.48.181"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""185.121.115.63"", ""164.202.48.181""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""241.22.0.23"" from ""177.122.73.152"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""241.22.0.23"", ""177.122.73.152""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""191.39.168.110"" from ""98.151.22.93"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""191.39.168.110"", ""98.151.22.93""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""155.44.213.46"" from ""13.50.120.212"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""155.44.213.46"", ""13.50.120.212""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""118.248.46.191"" from ""20.189.50.142"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""118.248.46.191"", ""20.189.50.142""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""194.143.72.234"" from ""15.137.185.110"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""194.143.72.234"", ""15.137.185.110""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""230.17.70.70"" from ""99.18.247.36"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""230.17.70.70"", ""99.18.247.36""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""120.230.243.144"" from ""76.190.237.53"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""120.230.243.144"", ""76.190.237.53""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""212.215.43.1"" from ""199.88.135.46"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""212.215.43.1"", ""199.88.135.46""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""53.134.53.130"" from ""240.56.225.102"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""53.134.53.130"", ""240.56.225.102""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""205.213.252.106"" from ""45.136.239.234"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""205.213.252.106"", ""45.136.239.234""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""240.51.164.98"" from ""80.19.107.44"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""240.51.164.98"", ""80.19.107.44""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""138.171.162.215"" from ""180.106.213.250"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""138.171.162.215"", ""180.106.213.250""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""214.146.86.33"" from ""78.162.159.149"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""214.146.86.33"", ""78.162.159.149""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""231.218.159.247"" from ""41.244.122.83"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""231.218.159.247"", ""41.244.122.83""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""166.56.152.234"" from ""137.240.166.191"" source and ""LAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""166.56.152.234"", ""137.240.166.191""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""204.103.105.103"" from ""144.200.7.104"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""204.103.105.103"", ""144.200.7.104""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""196.54.9.239"" from ""147.143.35.184"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""196.54.9.239"", ""147.143.35.184""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""213.209.17.156"" from ""233.250.85.84"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""213.209.17.156"", ""233.250.85.84""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""17.164.21.19"" from ""116.164.14.212"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""17.164.21.19"", ""116.164.14.212""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""232.142.189.1"" from ""185.0.79.194"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""232.142.189.1"", ""185.0.79.194""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""4.234.131.221"" from ""2.182.206.115"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""4.234.131.221"", ""2.182.206.115""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""110.23.27.160"" from ""108.154.175.63"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""110.23.27.160"", ""108.154.175.63""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""151.180.159.22"" from ""14.234.32.12"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""151.180.159.22"", ""14.234.32.12""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""40.192.74.192"" from ""89.46.153.70"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""40.192.74.192"", ""89.46.153.70""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""130.80.188.227"" from ""59.3.121.89"" source and ""WAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""130.80.188.227"", ""59.3.121.89""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""69.253.134.152"" from ""122.210.173.151"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""69.253.134.152"", ""122.210.173.151""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""76.95.23.176"" from ""198.63.219.124"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""76.95.23.176"", ""198.63.219.124""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""200.102.138.228"" from ""235.228.180.20"" source and ""LAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""200.102.138.228"", ""235.228.180.20""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""245.164.136.226"" from ""142.215.235.151"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""245.164.136.226"", ""142.215.235.151""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""182.94.144.28"" from ""56.115.105.76"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""182.94.144.28"", ""56.115.105.76""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""237.214.115.190"" from ""150.1.51.217"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""237.214.115.190"", ""150.1.51.217""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""79.152.10.127"" from ""37.248.2.61"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""79.152.10.127"", ""37.248.2.61""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""13.80.239.103"" from ""158.221.197.98"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""13.80.239.103"", ""158.221.197.98""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""56.216.95.90"" from ""207.77.53.181"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""56.216.95.90"", ""207.77.53.181""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""19.78.47.11"" from ""154.190.139.99"" source and ""LAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""19.78.47.11"", ""154.190.139.99""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""180.4.160.236"" from ""44.118.142.115"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""180.4.160.236"", ""44.118.142.115""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""96.43.158.239"" from ""23.129.217.95"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""96.43.158.239"", ""23.129.217.95""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""146.117.120.16"" from ""222.140.177.74"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""146.117.120.16"", ""222.140.177.74""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
